croc,adult clypeolabrum anlage
CG4328,ventral midline
CG10960,ventral midline
CG9598,ventral midline
CG5027,ventral midline
CG4893,ventral midline
CG7433,ventral midline
NPFR76F,ventral midline
CG14186,ventral midline
CG13248,ventral midline
CG7663,ventral midline
CG11426,ventral midline
CG11370,ventral midline
Mes2,ventral midline
CG1124,ventral midline
NPFR1,ventral midline
CD98hc,ventral midline
CG2791,ventral midline
CG7891,ventral midline
CG11776,ventral midline
CG8861,ventral midline
CG4596,ventral midline
Ect3,ventral midline
CG6225,ventral midline
CG8483,ventral midline
CG6752,ventral midline
CG6126,ventral midline
CG14314,ventral midline
CG17838,ventral midline
CG6919,ventral midline
danr,ventral midline
CG11849,ventral midline
dan,ventral midline
CG6070,ventral midline
CG14521,ventral midline
CG14509,ventral midline
CG9743,ventral midline
CG2893,ventral midline
vav,ventral midline
Sulf1,ventral midline
SP555,ventral midline
Aplip1,ventral midline
HGTX,ventral midline
CG14626,ventral midline
jing,ventral midline
CG31764,ventral midline
vir-1,ventral midline
Proct,ventral midline
Tre1,ventral midline
CG31088,ventral midline
CG31116,ventral midline
CG31145,ventral midline
CG31235,ventral midline
Oatp26F,ventral midline
CG31666,ventral midline
CG31757,ventral midline
CG32030,ventral midline
CG32046,ventral midline
CG32244,ventral midline
CG32354,ventral midline
CG32423,ventral midline
CG32486,ventral midline
CG32791,ventral midline
NLaz,ventral midline
pxb,ventral midline
CG33523,ventral midline
CG33557,ventral midline
Pvf3,ventral midline
mfas,ventral midline
slim,ventral midline
CG42708,ventral midline
nemy,ventral midline
D,ventral midline glia
W,ventral midline glia
sim,ventral midline glia
Gdi,ventral midline glia
Mnt,ventral midline glia
Tsp2A,ventral midline glia
wrapper,ventral midline glia
slim,ventral midline glia
CG30116,ventral midline glia
CG11902,ventral midline glia
CG16876,ventral midline glia
mab-2,ventral midline glia
CG4829,ventral midline glia
CG4726,ventral midline glia
,ventral midline glia
CG8965,ventral midline glia
CG5149,ventral midline glia
CG1623,ventral midline glia
CG8776,ventral midline glia
CG8430,ventral midline glia
CG15117,ventral midline glia
CG6044,ventral midline glia
Mmp1,ventral midline glia
CG9977,ventral midline glia
CG10359,ventral midline glia
CG11347,ventral midline glia
CG18417,ventral midline glia
GlcAT-P,ventral midline glia
CG10960,ventral midline glia
CG4893,ventral midline glia
CG7433,ventral midline glia
CG13248,ventral midline glia
CG11426,ventral midline glia
CG1124,ventral midline glia
CG6225,ventral midline glia
CG6126,ventral midline glia
CG6919,ventral midline glia
CG6070,ventral midline glia
CG14521,ventral midline glia
CG14509,ventral midline glia
Sulf1,ventral midline glia
CG31764,ventral midline glia
vir-1,ventral midline glia
CG31145,ventral midline glia
CG32354,ventral midline glia
CG32791,ventral midline glia
Myo31DF,ventral midline neuron
Pdf,ventral midline neuron
cry,ventral midline neuron
slim,ventral midline neuron
CG30116,ventral midline neuron
CG4726,ventral midline neuron
,ventral midline neuron
CG1845,ventral midline neuron
CG6044,ventral midline neuron
CG7433,ventral midline neuron
CG13248,ventral midline neuron
CG6126,ventral midline neuron
HGTX,ventral midline neuron
CG31764,ventral midline neuron
Proct,ventral midline neuron
CG32354,ventral midline neuron
abd-A,ventral nerve cord
Abd-B,ventral nerve cord
Ace,ventral nerve cord
nAcRalpha-96Ab,ventral nerve cord
Adf1,ventral nerve cord
ald,ventral nerve cord
Ama,ventral nerve cord
Amy-d,ventral nerve cord
Antp,ventral nerve cord
ap,ventral nerve cord
Appl,ventral nerve cord
aret,ventral nerve cord
Argk,ventral nerve cord
ase,ventral nerve cord
asp,ventral nerve cord
aur,ventral nerve cord
Dll,ventral nerve cord
ben,ventral nerve cord
br,ventral nerve cord
brm,ventral nerve cord
bsk,ventral nerve cord
Bx,ventral nerve cord
Cam,ventral nerve cord
salr,ventral nerve cord
Cha,ventral nerve cord
chif,ventral nerve cord
comt,ventral nerve cord
cos,ventral nerve cord
CycA,ventral nerve cord
CycB,ventral nerve cord
Cyt-c-p,ventral nerve cord
D,ventral nerve cord
D1,ventral nerve cord
Sap-r,ventral nerve cord
SmF,ventral nerve cord
dnc,ventral nerve cord
dor,ventral nerve cord
Dr,ventral nerve cord
e,ventral nerve cord
eg,ventral nerve cord
egl,ventral nerve cord
elav,ventral nerve cord
emc,ventral nerve cord
en,ventral nerve cord
ena,ventral nerve cord
exd,ventral nerve cord
Fas3,ventral nerve cord
Actn,ventral nerve cord
tj,ventral nerve cord
Fs(2)Ket,ventral nerve cord
ftz,ventral nerve cord
fzy,ventral nerve cord
G-ialpha65A,ventral nerve cord
Gbeta13F,ventral nerve cord
G-oalpha47A,ventral nerve cord
gro,ventral nerve cord
Gs2,ventral nerve cord
gsb-n,ventral nerve cord
hb,ventral nerve cord
her,ventral nerve cord
His2Av,ventral nerve cord
hkb,ventral nerve cord
Hrb98DE,ventral nerve cord
Hsp23,ventral nerve cord
Hsp26,ventral nerve cord
Hsp27,ventral nerve cord
Hsp67Ba,ventral nerve cord
Hsp67Bc,ventral nerve cord
Hsp67Bc,ventral nerve cord
Hsp83,ventral nerve cord
hth,ventral nerve cord
kn,ventral nerve cord
Kr,ventral nerve cord
trol,ventral nerve cord
dlg1,ventral nerve cord
gft,ventral nerve cord
wor,ventral nerve cord
Gli,ventral nerve cord
crp,ventral nerve cord
Lim3,ventral nerve cord
dco,ventral nerve cord
l(3)IX-14,ventral nerve cord
l(1)sc,ventral nerve cord
RpS3,ventral nerve cord
Bj1,ventral nerve cord
Map205,ventral nerve cord
mei-S332,ventral nerve cord
Men,ventral nerve cord
mago,ventral nerve cord
mnd,ventral nerve cord
mod(mdg4),ventral nerve cord
mor,ventral nerve cord
Mov34,ventral nerve cord
mu2,ventral nerve cord
ncd,ventral nerve cord
neur,ventral nerve cord
slou,ventral nerve cord
nod,ventral nerve cord
Nrg,ventral nerve cord
nub,ventral nerve cord
numb,ventral nerve cord
Ote,ventral nerve cord
Pc,ventral nerve cord
Pcl,ventral nerve cord
phl,ventral nerve cord
pim,ventral nerve cord
pnt,ventral nerve cord
Poxn,ventral nerve cord
pum,ventral nerve cord
rg,ventral nerve cord
rl,ventral nerve cord
RpII140,ventral nerve cord
run,ventral nerve cord
rux,ventral nerve cord
Sce,ventral nerve cord
Scm,ventral nerve cord
Scr,ventral nerve cord
sd,ventral nerve cord
Sd,ventral nerve cord
skd,ventral nerve cord
slp1,ventral nerve cord
sls,ventral nerve cord
sm,ventral nerve cord
sn,ventral nerve cord
sna,ventral nerve cord
snf,ventral nerve cord
alpha-Spec,ventral nerve cord
spn-B,ventral nerve cord
Src64B,ventral nerve cord
Btk29A,ventral nerve cord
Sry-beta,ventral nerve cord
stau,ventral nerve cord
stg,ventral nerve cord
su(Hw),ventral nerve cord
Su(var)3-7,ventral nerve cord
Su(var)3-9,ventral nerve cord
Su(var)205,ventral nerve cord
Su(var)2-10,ventral nerve cord
svp,ventral nerve cord
sw,ventral nerve cord
th,ventral nerve cord
Tkr,ventral nerve cord
trh,ventral nerve cord
trx,ventral nerve cord
tsh,ventral nerve cord
tup,ventral nerve cord
Ubx,ventral nerve cord
vap,ventral nerve cord
vg,ventral nerve cord
vnd,ventral nerve cord
W,ventral nerve cord
uzip,ventral nerve cord
Pros28.1,ventral nerve cord
oc,ventral nerve cord
cdc2,ventral nerve cord
cdc2c,ventral nerve cord
Nrt,ventral nerve cord
mts,ventral nerve cord
Csp,ventral nerve cord
ct,ventral nerve cord
Hrb87F,ventral nerve cord
syt,ventral nerve cord
scra,ventral nerve cord
HmgD,ventral nerve cord
porin,ventral nerve cord
Klp61F,ventral nerve cord
Klp67A,ventral nerve cord
Klp68D,ventral nerve cord
pdm2,ventral nerve cord
Pep,ventral nerve cord
Galpha49B,ventral nerve cord
Su(P),ventral nerve cord
Fur1,ventral nerve cord
Gad1,ventral nerve cord
slp2,ventral nerve cord
Dgk,ventral nerve cord
Rop,ventral nerve cord
Cbp53E,ventral nerve cord
Rrp1,ventral nerve cord
pros,ventral nerve cord
zfh1,ventral nerve cord
zfh2,ventral nerve cord
Glu-RI,ventral nerve cord
CaMKII,ventral nerve cord
svr,ventral nerve cord
fs(1)h,ventral nerve cord
mys,ventral nerve cord
Su(H),ventral nerve cord
otk,ventral nerve cord
C15,ventral nerve cord
C15,ventral nerve cord
Gdi,ventral nerve cord
cas,ventral nerve cord
plx,ventral nerve cord
scrt,ventral nerve cord
orb,ventral nerve cord
tws,ventral nerve cord
fd59A,ventral nerve cord
fd96Ca,ventral nerve cord
fd96Cb,ventral nerve cord
ewg,ventral nerve cord
ey,ventral nerve cord
cac,ventral nerve cord
Shal,ventral nerve cord
Rab3,ventral nerve cord
yemalpha,ventral nerve cord
msl-2,ventral nerve cord
msl-1,ventral nerve cord
lola,ventral nerve cord
faf,ventral nerve cord
nvy,ventral nerve cord
wdn,ventral nerve cord
mus209,ventral nerve cord
Ets65A,ventral nerve cord
Ets21C,ventral nerve cord
Vha55,ventral nerve cord
dac,ventral nerve cord
gcl,ventral nerve cord
PpD5,ventral nerve cord
lbl,ventral nerve cord
CanB,ventral nerve cord
comm,ventral nerve cord
dpn,ventral nerve cord
dpn,ventral nerve cord
hdc,ventral nerve cord
hig,ventral nerve cord
RpA-70,ventral nerve cord
HmgZ,ventral nerve cord
Klc,ventral nerve cord
Lac,ventral nerve cord
Lcch3,ventral nerve cord
Ssrp,ventral nerve cord
brat,ventral nerve cord
corto,ventral nerve cord
dap,ventral nerve cord
woc,ventral nerve cord
Map60,ventral nerve cord
CdsA,ventral nerve cord
Taf1,ventral nerve cord
Akt1,ventral nerve cord
Bap,ventral nerve cord
CycE,ventral nerve cord
Nmdar1,ventral nerve cord
Ror,ventral nerve cord
SerT,ventral nerve cord
Sdc,ventral nerve cord
TH1,ventral nerve cord
TfIIS,ventral nerve cord
trn,ventral nerve cord
Wnt4,ventral nerve cord
sbb,ventral nerve cord
dock,ventral nerve cord
l(2)05714,ventral nerve cord
l(3)00305,ventral nerve cord
sqz,ventral nerve cord
Aly,ventral nerve cord
Gug,ventral nerve cord
l(3)05822,ventral nerve cord
heph,ventral nerve cord
Sema-1a,ventral nerve cord
Sema-2a,ventral nerve cord
HLH4C,ventral nerve cord
lbe,ventral nerve cord
Rsf1,ventral nerve cord
OstStt3,ventral nerve cord
Ssdp,ventral nerve cord
fng,ventral nerve cord
fra,ventral nerve cord
grp,ventral nerve cord
ine,ventral nerve cord
Iswi,ventral nerve cord
Klp3A,ventral nerve cord
lark,ventral nerve cord
Moe,ventral nerve cord
insc,ventral nerve cord
Nos,ventral nerve cord
pav,ventral nerve cord
repo,ventral nerve cord
repo,ventral nerve cord
RnrL,ventral nerve cord
RnrS,ventral nerve cord
rpr,ventral nerve cord
Sep1,ventral nerve cord
Snap,ventral nerve cord
Snr1,ventral nerve cord
spdo,ventral nerve cord
alpha-Man-II,ventral nerve cord
Arp14D,ventral nerve cord
Arp87C,ventral nerve cord
B-H1,ventral nerve cord
ctp,ventral nerve cord
Dsp1,ventral nerve cord
E2f,ventral nerve cord
nmo,ventral nerve cord
oaf,ventral nerve cord
BtbVII,ventral nerve cord
DNApol-delta,ventral nerve cord
Trl,ventral nerve cord
FK506-bp1,ventral nerve cord
Nmda1,ventral nerve cord
n-syb,ventral nerve cord
Syx1A,ventral nerve cord
UTPase,ventral nerve cord
igl,ventral nerve cord
,ventral nerve cord
phyl,ventral nerve cord
Arf51F,ventral nerve cord
Bgb,ventral nerve cord
Caki,ventral nerve cord
Chi,ventral nerve cord
cnn,ventral nerve cord
Cp1,ventral nerve cord
Deaf1,ventral nerve cord
PR2,ventral nerve cord
Ptp69D,ventral nerve cord
Rab2,ventral nerve cord
Rab5,ventral nerve cord
Rho1,ventral nerve cord
Rnp4F,ventral nerve cord
RpS12,ventral nerve cord
Sep2,ventral nerve cord
Ugt,ventral nerve cord
barr,ventral nerve cord
gcm,ventral nerve cord
Hel25E,ventral nerve cord
prod,ventral nerve cord
mirr,ventral nerve cord
mub,ventral nerve cord
tim,ventral nerve cord
Mcm2,ventral nerve cord
Ost48,ventral nerve cord
Psi,ventral nerve cord
Set,ventral nerve cord
btn,ventral nerve cord
tgo,ventral nerve cord
HLH106,ventral nerve cord
Orc2,ventral nerve cord
Orc5,ventral nerve cord
RfC40,ventral nerve cord
Shc,ventral nerve cord
Ssb-c31a,ventral nerve cord
UbcD2,ventral nerve cord
drl,ventral nerve cord
jumu,ventral nerve cord
tap,ventral nerve cord
unpg,ventral nerve cord
yin,ventral nerve cord
alpha-Adaptin,ventral nerve cord
alpha-Est9,ventral nerve cord
Ast,ventral nerve cord
toc,ventral nerve cord
BEAF-32,ventral nerve cord
Caf1,ventral nerve cord
SMC3,ventral nerve cord
Cdk7,ventral nerve cord
CycB3,ventral nerve cord
Dref,ventral nerve cord
Hmu,ventral nerve cord
Lis-1,ventral nerve cord
NetA,ventral nerve cord
NetB,ventral nerve cord
nrv2,ventral nerve cord
Rab-RP1,ventral nerve cord
Rab-RP3,ventral nerve cord
Rab8,ventral nerve cord
Rab6,ventral nerve cord
Rbf,ventral nerve cord
Rpd3,ventral nerve cord
apt,ventral nerve cord
bl,ventral nerve cord
dpa,ventral nerve cord
dpld,ventral nerve cord
grim,ventral nerve cord
hrg,ventral nerve cord
lbm,ventral nerve cord
mael,ventral nerve cord
smg,ventral nerve cord
Pitslre,ventral nerve cord
snRNP70K,ventral nerve cord
smid,ventral nerve cord
sktl,ventral nerve cord
Zn72D,ventral nerve cord
Rca1,ventral nerve cord
ND75,ventral nerve cord
Mcm5,ventral nerve cord
Atu,ventral nerve cord
Dat,ventral nerve cord
toy,ventral nerve cord
roX1,ventral nerve cord
Smg5,ventral nerve cord
Orct,ventral nerve cord
Ice,ventral nerve cord
14-3-3epsilon,ventral nerve cord
ran,ventral nerve cord
ppa,ventral nerve cord
mspo,ventral nerve cord
mre11,ventral nerve cord
drongo,ventral nerve cord
dve,ventral nerve cord
crol,ventral nerve cord
CG4050,ventral nerve cord
Vha68-1,ventral nerve cord
Pros45,ventral nerve cord
Pcaf,ventral nerve cord
Vha44,ventral nerve cord
Rx,ventral nerve cord
Mcm7,ventral nerve cord
Atet,ventral nerve cord
Scp2,ventral nerve cord
Ptx1,ventral nerve cord
,ventral nerve cord
CG32788,ventral nerve cord
mira,ventral nerve cord
l(2)k16918,ventral nerve cord
Dmn,ventral nerve cord
Thor,ventral nerve cord
milt,ventral nerve cord
lolal,ventral nerve cord
dnk,ventral nerve cord
D19B,ventral nerve cord
zf30C,ventral nerve cord
Hel89B,ventral nerve cord
Df31,ventral nerve cord
vimar,ventral nerve cord
qkr58E-1,ventral nerve cord
melt,ventral nerve cord
CRMP,ventral nerve cord
dimm,ventral nerve cord
cyc,ventral nerve cord
Uba1,ventral nerve cord
Pp4-19C,ventral nerve cord
Pdf,ventral nerve cord
amon,ventral nerve cord
Orc6,ventral nerve cord
Orc4,ventral nerve cord
Mnt,ventral nerve cord
Dap160,ventral nerve cord
Ac3,ventral nerve cord
AP-2,ventral nerve cord
slmb,ventral nerve cord
ebi,ventral nerve cord
CG3078,ventral nerve cord
CG2865,ventral nerve cord
CG2924,ventral nerve cord
CG32809,ventral nerve cord
unc-4,ventral nerve cord
ial,ventral nerve cord
Srp54,ventral nerve cord
Plap,ventral nerve cord
Mkk4,ventral nerve cord
Mcm3,ventral nerve cord
Tsp2A,ventral nerve cord
E2f2,ventral nerve cord
Dlc90F,ventral nerve cord
Bin1,ventral nerve cord
sec13,ventral nerve cord
flfl,ventral nerve cord
Flo-2,ventral nerve cord
Flo,ventral nerve cord
stan,ventral nerve cord
Ts,ventral nerve cord
TER94,ventral nerve cord
RSG7,ventral nerve cord
Oamb,ventral nerve cord
GluClalpha,ventral nerve cord
CG11448,ventral nerve cord
CG2658,ventral nerve cord
Bem46,ventral nerve cord
PHDP,ventral nerve cord
CG12179,ventral nerve cord
Bub3,ventral nerve cord
Bub1,ventral nerve cord
Bap60,ventral nerve cord
SF1,ventral nerve cord
Int6,ventral nerve cord
CG4322,ventral nerve cord
CG14622,ventral nerve cord
CG5594,ventral nerve cord
CG13920,ventral nerve cord
Bap55,ventral nerve cord
Ate1,ventral nerve cord
PlexA,ventral nerve cord
ind,ventral nerve cord
homer,ventral nerve cord
TBPH,ventral nerve cord
Smox,ventral nerve cord
RhoGAP1A,ventral nerve cord
wrapper,ventral nerve cord
Rad21,ventral nerve cord
cib,ventral nerve cord
Adar,ventral nerve cord
BCL7-like,ventral nerve cord
tna,ventral nerve cord
slim,ventral nerve cord
mei-P26,ventral nerve cord
gukh,ventral nerve cord
msk,ventral nerve cord
bip2,ventral nerve cord
X11L,ventral nerve cord
Traf1,ventral nerve cord
TXBP181-like,ventral nerve cord
SRPK,ventral nerve cord
Lim1,ventral nerve cord
Hsc70Cb,ventral nerve cord
Su(var)2-HP2,ventral nerve cord
Grip75,ventral nerve cord
Dek,ventral nerve cord
CG8290,ventral nerve cord
CG32575,ventral nerve cord
CG9418,ventral nerve cord
l(1)G0095,ventral nerve cord
l(1)G0084,ventral nerve cord
l(1)G0030,ventral nerve cord
l(1)G0007,ventral nerve cord
drosha,ventral nerve cord
CG14781,ventral nerve cord
CSN3,ventral nerve cord
CSN1b,ventral nerve cord
miple,ventral nerve cord
l(1)G0156,ventral nerve cord
Kap-alpha3,ventral nerve cord
jim,ventral nerve cord
Stam,ventral nerve cord
MRG15,ventral nerve cord
Dnz1,ventral nerve cord
CG12340,ventral nerve cord
CG17286,ventral nerve cord
botv,ventral nerve cord
CG6495,ventral nerve cord
CG5498,ventral nerve cord
CG8108,ventral nerve cord
MED15,ventral nerve cord
CG2082,ventral nerve cord
Acf1,ventral nerve cord
SMC2,ventral nerve cord
Hey,ventral nerve cord
CG1957,ventral nerve cord
CG10670,ventral nerve cord
msps,ventral nerve cord
msb1l,ventral nerve cord
cyp33,ventral nerve cord
capt,ventral nerve cord
SytIV,ventral nerve cord
Kr-h1,ventral nerve cord
CG9611,ventral nerve cord
CG18616,ventral nerve cord
CG30116,ventral nerve cord
cenG1A,ventral nerve cord
CG31731,ventral nerve cord
A3-3,ventral nerve cord
xl6,ventral nerve cord
qtc,ventral nerve cord
pUf68,ventral nerve cord
l(2)05510,ventral nerve cord
esn,ventral nerve cord
CG11902,ventral nerve cord
VhaAC39,ventral nerve cord
Vha100-1,ventral nerve cord
Rpn2,ventral nerve cord
Rpn11,ventral nerve cord
Fmr1,ventral nerve cord
CG5036,ventral nerve cord
CG15267,ventral nerve cord
CG16876,ventral nerve cord
CG15270,ventral nerve cord
NC2beta,ventral nerve cord
xmas-2,ventral nerve cord
tio,ventral nerve cord
scro,ventral nerve cord
onecut,ventral nerve cord
nerfin-1,ventral nerve cord
mab-2,ventral nerve cord
asf1,ventral nerve cord
alpha-catenin-related,ventral nerve cord
Uba2,ventral nerve cord
SoxN,ventral nerve cord
REG,ventral nerve cord
Mdh,ventral nerve cord
GCR(ich),ventral nerve cord
fu2,ventral nerve cord
Tsp42Ee,ventral nerve cord
Aos1,ventral nerve cord
CG3176,ventral nerve cord
CG10804,ventral nerve cord
CG11444,ventral nerve cord
CG4068,ventral nerve cord
CG4078,ventral nerve cord
CG4064,ventral nerve cord
CG12239,ventral nerve cord
CG15765,ventral nerve cord
CG3033,ventral nerve cord
CG12236,ventral nerve cord
CG3726,ventral nerve cord
CG3847,ventral nerve cord
CG3198,ventral nerve cord
CG3184,ventral nerve cord
CG3168,ventral nerve cord
CG14438,ventral nerve cord
CG4532,ventral nerve cord
CG12541,ventral nerve cord
CG9650,ventral nerve cord
CG1677,ventral nerve cord
CG9657,ventral nerve cord
CG1402,ventral nerve cord
CG1444,ventral nerve cord
Gbeta5,ventral nerve cord
HP1b,ventral nerve cord
CG7766,ventral nerve cord
CG7065,ventral nerve cord
CG7055,ventral nerve cord
CG12124,ventral nerve cord
CG1354,ventral nerve cord
CG12102,ventral nerve cord
CG9817,ventral nerve cord
Imp,ventral nerve cord
feo,ventral nerve cord
CG2186,ventral nerve cord
CG11122,ventral nerve cord
CG18292,ventral nerve cord
CG11727,ventral nerve cord
CG1745,ventral nerve cord
Cyp4g15,ventral nerve cord
CG1572,ventral nerve cord
FucT6,ventral nerve cord
CG1622,ventral nerve cord
dmrt11E,ventral nerve cord
CG1640,ventral nerve cord
CG11164,ventral nerve cord
CG12177,ventral nerve cord
CG11151,ventral nerve cord
Pdcd4,ventral nerve cord
CG1434,ventral nerve cord
CG14408,ventral nerve cord
CG6340,ventral nerve cord
CG12708,ventral nerve cord
CG9245,ventral nerve cord
CG8944,ventral nerve cord
CG8974,ventral nerve cord
CG16952,ventral nerve cord
CG8909,ventral nerve cord
CG8924,ventral nerve cord
eIF5,ventral nerve cord
CG14948,ventral nerve cord
CG9917,ventral nerve cord
CG9992,ventral nerve cord
CG4420,ventral nerve cord
CG9699,ventral nerve cord
CG9609,ventral nerve cord
CG4875,ventral nerve cord
Rcp,ventral nerve cord
CG8188,ventral nerve cord
CG8142,ventral nerve cord
CG6847,ventral nerve cord
dik,ventral nerve cord
CG5744,ventral nerve cord
CG6540,ventral nerve cord
CG6617,ventral nerve cord
CG18259,ventral nerve cord
CG7058,ventral nerve cord
CG7274,ventral nerve cord
CG7358,ventral nerve cord
kek5,ventral nerve cord
CG14217,ventral nerve cord
Ranbp21,ventral nerve cord
CG12534,ventral nerve cord
CG12701,ventral nerve cord
DD2R,ventral nerve cord
CG1314,ventral nerve cord
CG12565,ventral nerve cord
CG14615,ventral nerve cord
CG12576,ventral nerve cord
galectin,ventral nerve cord
CG3436,ventral nerve cord
CG3625,ventral nerve cord
CG4213,ventral nerve cord
CG4164,ventral nerve cord
CG4133,ventral nerve cord
GABA-B-R3,ventral nerve cord
CG3544,ventral nerve cord
CG3662,ventral nerve cord
CG4726,ventral nerve cord
CG5080,ventral nerve cord
CG4887,ventral nerve cord
CG4896,ventral nerve cord
,ventral nerve cord
CG3227,ventral nerve cord
CG9894,ventral nerve cord
Trn-SR,ventral nerve cord
Alp23B,ventral nerve cord
CG3542,ventral nerve cord
CG3605,ventral nerve cord
Tdp1,ventral nerve cord
CG2774,ventral nerve cord
sec5,ventral nerve cord
CG2808,ventral nerve cord
CG10017,ventral nerve cord
CG3964,ventral nerve cord
Cep97,ventral nerve cord
CG3714,ventral nerve cord
,ventral nerve cord
CG17612,ventral nerve cord
CG3008,ventral nerve cord
Gmd,ventral nerve cord
CG3792,ventral nerve cord
CG9112,ventral nerve cord
CG4230,ventral nerve cord
CG8965,ventral nerve cord
lid,ventral nerve cord
CG9098,ventral nerve cord
CG9135,ventral nerve cord
CG9140,ventral nerve cord
CG13993,ventral nerve cord
CG9175,ventral nerve cord
CG11015,ventral nerve cord
neuroligin,ventral nerve cord
CG3430,ventral nerve cord
sip2,ventral nerve cord
CG4502,ventral nerve cord
Ndae1,ventral nerve cord
CG5149,ventral nerve cord
CG7154,ventral nerve cord
cdc14,ventral nerve cord
CG7356,ventral nerve cord
baf,ventral nerve cord
CG8486,ventral nerve cord
Scgalpha,ventral nerve cord
CG9520,ventral nerve cord
CG4454,ventral nerve cord
CG3838,ventral nerve cord
CG5899,ventral nerve cord
CG18619,ventral nerve cord
CG4972,ventral nerve cord
CG5045,ventral nerve cord
CG5355,ventral nerve cord
CG12299,ventral nerve cord
CG6181,ventral nerve cord
CG4738,ventral nerve cord
CG4751,ventral nerve cord
Ppt2,ventral nerve cord
CG14937,ventral nerve cord
CG6686,ventral nerve cord
escl,ventral nerve cord
CG6756,ventral nerve cord
CG6766,ventral nerve cord
Ced-12,ventral nerve cord
CG16975,ventral nerve cord
,ventral nerve cord
CG9395,ventral nerve cord
CG6866,ventral nerve cord
CG9293,ventral nerve cord
CG9267,ventral nerve cord
beat-IIIa,ventral nerve cord
beat-IIIc,ventral nerve cord
CG6860,ventral nerve cord
CG15141,ventral nerve cord
Oli,ventral nerve cord
CG10413,ventral nerve cord
CG10338,ventral nerve cord
CG17321,ventral nerve cord
Side,ventral nerve cord
CG10473,ventral nerve cord
CG10689,ventral nerve cord
CG17568,ventral nerve cord
CG10132,ventral nerve cord
CG10447,ventral nerve cord
CG33316,ventral nerve cord
CG1962,ventral nerve cord
CG9335,ventral nerve cord
CG9273,ventral nerve cord
nrv3,ventral nerve cord
CG2225,ventral nerve cord
CG6448,ventral nerve cord
CG17484,ventral nerve cord
CG8245,ventral nerve cord
bin3,ventral nerve cord
geminin,ventral nerve cord
Dpit47,ventral nerve cord
CG3403,ventral nerve cord
CG3409,ventral nerve cord
CG15236,ventral nerve cord
Tsp42Ej,ventral nerve cord
Incenp,ventral nerve cord
Dscam,ventral nerve cord
p47,ventral nerve cord
CG2906,ventral nerve cord
CG8726,ventral nerve cord
CG14762,ventral nerve cord
CG8712,ventral nerve cord
Cul-4,ventral nerve cord
CG2158,ventral nerve cord
coil,ventral nerve cord
Obp44a,ventral nerve cord
CG8709,ventral nerve cord
pdm3,ventral nerve cord
tsu,ventral nerve cord
Or45a,ventral nerve cord
Camta,ventral nerve cord
CG1884,ventral nerve cord
eiger,ventral nerve cord
CG18011,ventral nerve cord
CG12214,ventral nerve cord
CG11883,ventral nerve cord
CG18004,ventral nerve cord
CG12942,ventral nerve cord
Rpb5,ventral nerve cord
CG12391,ventral nerve cord
CG13204,ventral nerve cord
tou,ventral nerve cord
CG8298,ventral nerve cord
CG8321,ventral nerve cord
CG8407,ventral nerve cord
CG8831,ventral nerve cord
achintya,ventral nerve cord
CG8818,ventral nerve cord
CG8776,ventral nerve cord
nemy,ventral nerve cord
CG3955,ventral nerve cord
Cap-G,ventral nerve cord
CG17724,ventral nerve cord
CG17724,ventral nerve cord
CG17034,ventral nerve cord
gkap,ventral nerve cord
CG12295,ventral nerve cord
CG6329,ventral nerve cord
CG13344,ventral nerve cord
CG17385,ventral nerve cord
CG12858,ventral nerve cord
CG10151,ventral nerve cord
CG10155,ventral nerve cord
CG10253,ventral nerve cord
CG11798,ventral nerve cord
CG8092,ventral nerve cord
CG8079,ventral nerve cord
CG8152,ventral nerve cord
Hr51,ventral nerve cord
Mlf,ventral nerve cord
Dg,ventral nerve cord
CG8445,ventral nerve cord
Nup62,ventral nerve cord
CG4409,ventral nerve cord
DAT,ventral nerve cord
eIF3-S9,ventral nerve cord
MESR4,ventral nerve cord
RhoGAP54D,ventral nerve cord
eIF3-S8,ventral nerve cord
CG4966,ventral nerve cord
Mapmodulin,ventral nerve cord
dpr13,ventral nerve cord
CG5226,ventral nerve cord
CG15086,ventral nerve cord
CG15097,ventral nerve cord
CG18190,ventral nerve cord
CG15118,ventral nerve cord
CG10737,ventral nerve cord
CG11906,ventral nerve cord
endoB,ventral nerve cord
CG11242,ventral nerve cord
CG11007,ventral nerve cord
Toll-7,ventral nerve cord
CG11788,ventral nerve cord
CG13434,ventral nerve cord
maf-S,ventral nerve cord
Fem-1,ventral nerve cord
CG15651,ventral nerve cord
CG9346,ventral nerve cord
CG4030,ventral nerve cord
Tulp,ventral nerve cord
CG10440,ventral nerve cord
CG10082,ventral nerve cord
CG6758,ventral nerve cord
Trap95,ventral nerve cord
CG11206,ventral nerve cord
Rtf1,ventral nerve cord
CG3624,ventral nerve cord
CG6044,ventral nerve cord
rad50,ventral nerve cord
CG10384,ventral nerve cord
CG3732,ventral nerve cord
CG13532,ventral nerve cord
CG3800,ventral nerve cord
CG3941,ventral nerve cord
pita,ventral nerve cord
CG5591,ventral nerve cord
CG3105,ventral nerve cord
CG3860,ventral nerve cord
CG11388,ventral nerve cord
CG3257,ventral nerve cord
CG4612,ventral nerve cord
CG4707,ventral nerve cord
CG16896,ventral nerve cord
Nplp1,ventral nerve cord
p130CAS,ventral nerve cord
mri,ventral nerve cord
thoc7,ventral nerve cord
wac,ventral nerve cord
RhoGEF3,ventral nerve cord
Ptpmeg,ventral nerve cord
